measurement_date,upstream_water_level,downstream_water_level,inflow_rate,outflow_rate
'2018 Apr 22',,,,
'2018 Apr 23',,,,
'2018 Apr 24',,,,
'2018 Apr 25',,,,
'2018 Apr 26',,,,
'2018 Apr 27',,,,
'2018 Apr 28',,,,
'2018 Apr 29',,,,
'2018 Apr 30',,,,
'2018 May 01',161.06,64.61,9000.00,11900.00
'2018 May 02',160.61,64.51,8900.00,13500.00
'2018 May 03',160.13,64.39,9000.00,13600.00
'2018 May 04',159.61,64.39,9500.00,13700.00
'2018 May 05',159.57,64.25,14500.00,13700.00
'2018 May 06',160.18,64.34,16800.00,13400.00
'2018 May 07',160.13,64.28,12000.00,13600.00
'2018 May 08',159.90,64.31,10500.00,13600.00
'2018 May 09',159.48,64.44,11000.00,13700.00
'2018 May 10',159.01,64.35,11000.00,13800.00
'2018 May 11',158.31,66.81,10000.00,17100.00
'2018 May 12',157.86,64.59,9800.00,15300.00
'2018 May 13',157.28,65.27,9800.00,15500.00
'2018 May 14',156.71,65.88,10200.00,15600.00
'2018 May 15',156.14,64.88,10800.00,15700.00
'2018 May 16',155.43,66.84,10000.00,17400.00
'2018 May 17',154.67,67.18,11000.00,11800.00
'2018 May 18',154.09,67.02,12500.00,18200.00
'2018 May 19',153.96,64.94,13200.00,14900.00
'2018 May 20',153.80,64.82,14300.00,16000.00
'2018 May 21',153.43,65.26,14300.00,17600.00
'2018 May 22',152.98,66.63,18500.00,19400.00
'2018 May 23',152.96,66.59,23000.00,20100.00
'2018 May 24',153.11,67.82,25000.00,24100.00
'2018 May 25',153.05,67.98,19000.00,26200.00
'2018 May 26',152.75,67.98,16500.00,24200.00
'2018 May 27',152.40,67.56,16000.00,21300.00
'2018 May 28',151.73,67.73,16000.00,23900.00
'2018 May 29',150.99,67.62,14000.00,22400.00
'2018 May 30',150.21,67.38,14800.00,22600.00
'2018 May 31',149.99,66.07,14800.00,19600.00
'2018 Jun 01',149.51,65.69,14000.00,19700.00
'2018 Jun 02',149.06,65.89,14000.00,18700.00
'2018 Jun 03',148.39,66.37,14000.00,19200.00
'2018 Jun 04',147.62,65.24,13000.00,20200.00
'2018 Jun 05',147.10,65.17,13000.00,19300.00
'2018 Jun 06',146.46,65.20,13000.00,18800.00
'2018 Jun 07',145.78,66.13,12800.00,19500.00
'2018 Jun 08',145.66,65.03,12700.00,15400.00
'2018 Jun 09',145.30,64.70,11800.00,15400.00
'2018 Jun 10',145.31,64.52,11600.00,11200.00
'2018 Jun 11',145.24,64.59,12000.00,12100.00
'2018 Jun 12',145.54,64.76,12800.00,11300.00
'2018 Jun 13',145.40,65.37,12700.00,15400.00
'2018 Jun 14',145.62,64.63,12500.00,12800.00
'2018 Jun 15',145.44,65.15,12300.00,14500.00
'2018 Jun 16',145.33,64.63,12800.00,13700.00
'2018 Jun 17',145.60,64.46,11500.00,10800.00
'2018 Jun 18',145.46,64.94,12500.00,13200.00
'2018 Jun 19',145.68,65.57,15200.00,15000.00
'2018 Jun 20',145.46,64.87,16500.00,16000.00
'2018 Jun 21',145.71,65.21,16700.00,15700.00
'2018 Jun 22',145.88,65.48,18000.00,17100.00
'2018 Jun 23',145.52,66.87,18300.00,20900.00
'2018 Jun 24',145.83,66.67,17500.00,16400.00
'2018 Jun 25',145.21,66.92,17500.00,22100.00
'2018 Jun 26',145.53,65.32,18000.00,17500.00
'2018 Jun 27',145.50,66.90,22400.00,21000.00
'2018 Jun 28',145.50,66.90,26000.00,25300.00
'2018 Jun 29',145.32,67.59,25500.00,26400.00
'2018 Jun 30',145.83,67.94,25800.00,24700.00
'2018 Jul 01',145.66,68.16,27000.00,28200.00
'2018 Jul 02',145.91,67.55,29200.00,27300.00
'2018 Jul 03',145.43,68.31,28500.00,31800.00
'2018 Jul 04',145.28,68.02,43200.00,32000.00
'2018 Jul 05',146.14,69.07,50000.00,39800.00
'2018 Jul 06',147.85,69.60,44800.00,39100.00
'2018 Jul 07',148.81,69.67,38500.00,38900.00
'2018 Jul 08',148.38,70.20,33800.00,40900.00
'2018 Jul 09',147.54,69.06,36500.00,40600.00
'2018 Jul 10',147.54,68.92,34000.00,38000.00
'2018 Jul 11',146.97,69.47,39500.00,38500.00
'2018 Jul 12',146.19,69.84,47000.00,43000.00
'2018 Jul 13',147.27,69.36,57000.00,40900.00
'2018 Jul 14',149.75,69.15,59600.00,39100.00
'2018 Jul 15',152.48,69.93,48000.00,42800.00
'2018 Jul 16',153.46,70.12,39000.00,40700.00
'2018 Jul 17',153.41,70.39,48000.00,41600.00
'2018 Jul 18',154.08,70.49,49500.00,41700.00
'2018 Jul 19',156.00,70.52,41500.00,36900.00
'2018 Jul 20',156.57,69.16,31500.00,32600.00
'2018 Jul 21',156.77,68.91,25800.00,29100.00
'2018 Jul 22',156.50,68.94,30000.00,30600.00
'2018 Jul 23',156.17,68.94,25000.00,30800.00
'2018 Jul 24',155.48,68.95,23100.00,29800.00
'2018 Jul 25',154.57,68.77,22400.00,29700.00
'2018 Jul 26',153.58,67.90,24000.00,29900.00
'2018 Jul 27',152.75,67.83,24500.00,30100.00
'2018 Jul 28',152.15,67.47,23400.00,30100.00
'2018 Jul 29',151.65,67.34,26800.00,30300.00
'2018 Jul 30',151.28,67.32,28500.00,30300.00
'2018 Jul 31',150.86,67.37,31000.00,30700.00
'2018 Aug 01',150.86,67.45,30000.00,30700.00
'2018 Aug 02',150.87,67.29,32500.00,30300.00
'2018 Aug 03',151.29,68.22,34800.00,30600.00
'2018 Aug 04',152.01,68.01,38000.00,30700.00
'2018 Aug 05',153.51,68.34,43500.00,30000.00
'2018 Aug 06',155.48,68.52,36800.00,25200.00
'2018 Aug 07',156.22,68.65,27700.00,28800.00
'2018 Aug 08',155.82,68.76,24400.00,29600.00
'2018 Aug 09',155.28,68.68,27500.00,29300.00
'2018 Aug 10',154.87,67.91,27600.00,29100.00
'2018 Aug 11',154.41,67.64,25500.00,29100.00
'2018 Aug 12',154.41,67.69,23400.00,29200.00
'2018 Aug 13',153.40,67.23,26500.00,29100.00
'2018 Aug 14',153.42,67.11,24000.00,29300.00
'2018 Aug 15',152.63,67.12,25800.00,29400.00
'2018 Aug 16',152.15,67.07,36000.00,28800.00
'2018 Aug 17',151.76,66.89,25500.00,28300.00
'2018 Aug 18',151.49,67.07,30500.00,28700.00
'2018 Aug 19',151.93,66.95,30000.00,28300.00
'2018 Aug 20',152.49,66.84,29000.00,28000.00
'2018 Aug 21',152.13,67.13,25000.00,29100.00
'2018 Aug 22',151.28,67.09,21000.00,29100.00
'2018 Aug 23',149.92,67.29,23500.00,29100.00
'2018 Aug 24',149.47,66.82,25000.00,27200.00
'2018 Aug 25',150.14,66.60,24000.00,23300.00
'2018 Aug 26',150.96,66.94,21000.00,20000.00
'2018 Aug 27',151.15,66.93,19300.00,20500.00
'2018 Aug 28',150.98,66.02,17900.00,20500.00
'2018 Aug 29',150.64,66.49,17400.00,20700.00
'2018 Aug 30',150.33,66.31,19000.00,21300.00
'2018 Aug 31',150.23,66.55,18800.00,21600.00
'2018 Sep 01',150.58,65.48,17500.00,17200.00
'2018 Sep 02',150.83,65.99,16000.00,17300.00
'2018 Sep 03',150.77,65.98,15400.00,18000.00
'2018 Sep 04',150.60,65.50,15000.00,18000.00
'2018 Sep 05',150.69,65.54,19400.00,18000.00
'2018 Sep 06',151.35,65.46,18400.00,17700.00
'2018 Sep 07',151.54,66.04,16000.00,17700.00
'2018 Sep 08',151.52,65.41,18500.00,16000.00
'2018 Sep 09',152.39,64.97,15100.00,15800.00
'2018 Sep 10',152.49,65.24,14500.00,16800.00
'2018 Sep 11',152.60,65.62,14500.00,16200.00
'2018 Sep 12',152.56,65.61,16000.00,16900.00
'2018 Sep 13',152.93,65.03,18800.00,16600.00
'2018 Sep 14',153.68,64.93,19500.00,16800.00
'2018 Sep 15',154.66,64.78,19000.00,13900.00
'2018 Sep 16',155.53,66.04,18900.00,13900.00
'2018 Sep 17',156.47,65.59,21000.00,14900.00
'2018 Sep 18',157.45,67.67,21800.00,14900.00
'2018 Sep 19',158.50,65.06,22800.00,15400.00
'2018 Sep 20',159.58,65.22,27500.00,17200.00
'2018 Sep 21',160.84,65.23,24000.00,17100.00
'2018 Sep 22',161.69,65.22,22500.00,16800.00
'2018 Sep 23',162.61,65.06,19500.00,16700.00
'2018 Sep 24',163.00,65.34,19800.00,17700.00
'2018 Sep 25',163.65,64.74,22000.00,17800.00
'2018 Sep 26',164.49,64.80,25300.00,18000.00
'2018 Sep 27',164.87,67.34,23000.00,22900.00
'2018 Sep 28',165.00,66.74,19500.00,22800.00
'2018 Sep 29',165.12,66.95,20000.00,20800.00
'2018 Sep 30',165.67,65.63,21500.00,17100.00
'2018 Oct 01',166.80,65.20,22500.00,13700.00
'2018 Oct 02',167.91,63.35,23500.00,13600.00
'2018 Oct 03',169.04,65.07,24500.00,15600.00
'2018 Oct 04',169.79,66.56,23800.00,20400.00
'2018 Oct 05',170.55,66.99,22500.00,19800.00
'2018 Oct 06',171.20,67.20,24700.00,20900.00
'2018 Oct 07',171.67,67.35,22500.00,22400.00
'2018 Oct 08',171.74,67.08,20000.00,21400.00
'2018 Oct 09',171.67,66.98,18000.00,21300.00
'2018 Oct 10',171.68,67.12,18500.00,21700.00
'2018 Oct 11',171.75,67.21,21000.00,18400.00
'2018 Oct 12',172.35,65.30,19700.00,16600.00
'2018 Oct 13',172.74,65.00,17000.00,15800.00
'2018 Oct 14',173.05,65.53,17000.00,15800.00
'2018 Oct 15',173.40,65.52,18500.00,15700.00
'2018 Oct 16',173.61,65.88,17500.00,17000.00
'2018 Oct 17',173.75,65.44,15600.00,14400.00
'2018 Oct 18',173.73,65.22,15000.00,16900.00
'2018 Oct 19',173.75,65.44,15200.00,16900.00
'2018 Oct 20',173.83,65.44,15500.00,15900.00
'2018 Oct 21',174.02,65.56,15600.00,15900.00
'2018 Oct 22',174.18,65.62,15500.00,15900.00
'2018 Oct 23',174.33,65.36,15300.00,15100.00
'2018 Oct 24',174.44,65.30,15000.00,15200.00
'2018 Oct 25',174.62,65.56,16000.00,15700.00
'2018 Oct 26',174.68,65.91,16200.00,16400.00
'2018 Oct 27',174.60,65.05,14800.00,16400.00
'2018 Oct 28',174.53,65.36,13000.00,15900.00
'2018 Oct 29',174.51,65.36,12500.00,12900.00
'2018 Oct 30',174.32,66.03,13000.00,11100.00
'2018 Oct 31',174.92,65.80,12000.00,12300.00
'2018 Nov 01',174.71,65.35,12000.00,15100.00
'2018 Nov 02',174.55,65.32,11800.00,14700.00
'2018 Nov 03',174.41,65.40,11000.00,14100.00
'2018 Nov 04',174.28,65.04,11000.00,13500.00
'2018 Nov 05',174.16,65.74,11000.00,13600.00
'2018 Nov 06',174.23,65.27,10700.00,11700.00
'2018 Nov 07',174.34,64.79,10700.00,11700.00
'2018 Nov 08',174.38,64.91,10600.00,12400.00
'2018 Nov 09',174.38,65.47,12900.00,12900.00
'2018 Nov 10',174.93,64.94,11000.00,11700.00
'2018 Nov 11',174.68,65.33,11800.00,11700.00
'2018 Nov 12',174.76,65.24,10800.00,12200.00
'2018 Nov 13',174.56,64.98,11600.00,14000.00
'2018 Nov 14',174.42,65.15,11000.00,14000.00
'2018 Nov 15',174.30,65.37,10200.00,13700.00
'2018 Nov 16',174.11,64.93,9900.00,13500.00
'2018 Nov 17',174.34,64.76,9500.00,11100.00
'2018 Nov 18',174.10,64.97,9000.00,11200.00
'2018 Nov 19',174.38,65.47,12900.00,12900.00
'2018 Nov 20',173.95,65.32,9300.00,12300.00
'2018 Nov 21',174.29,65.76,8800.00,9800.00
'2018 Nov 22',174.22,65.79,8000.00,9900.00
'2018 Nov 23',174.23,65.06,8500.00,9830.00
'2018 Nov 24',174.42,65.15,8000.00,7980.00
'2018 Nov 25',174.49,65.18,7550.00,7990.00
'2018 Nov 26',174.37,65.81,6800.00,9200.00
'2018 Nov 27',174.33,65.57,6500.00,8660.00
'2018 Nov 28',174.32,65.80,6500.00,7880.00
'2018 Nov 29',174.34,65.67,6600.00,7800.00
'2018 Nov 30',174.36,65.79,6280.00,8010.00
'2018 Dec 01',174.30,65.55,6000.00,8010.00
'2018 Dec 02',174.24,65.57,5800.00,8010.00
'2018 Dec 03',174.21,65.56,5700.00,8010.00
'2018 Dec 04',174.13,65.24,5700.00,7390.00
'2018 Dec 05',174.14,65.23,5700.00,7440.00
'2018 Dec 06',174.08,65.10,5700.00,7380.00
'2018 Dec 07',174.09,65.25,6000.00,7380.00
'2018 Dec 08',174.06,65.93,6000.00,8320.00
'2018 Dec 09',174.17,65.37,6300.00,8770.00
'2018 Dec 10',174.27,65.51,7000.00,8780.00
'2018 Dec 11',174.38,65.64,7000.00,8790.00
'2018 Dec 12',174.42,65.76,7200.00,9130.00
'2018 Dec 13',174.22,65.59,6500.00,7400.00
'2018 Dec 14',174.46,65.41,7500.00,9120.00
'2018 Dec 15',174.49,65.22,7200.00,9100.00
'2018 Dec 16',174.46,65.26,7000.00,9110.00
'2018 Dec 17',174.36,65.08,6850.00,9110.00
'2018 Dec 18',174.31,66.05,6500.00,8320.00
'2018 Dec 19',174.22,65.81,6300.00,8470.00
'2018 Dec 20',174.15,64.64,6400.00,8460.00
'2018 Dec 21',174.14,65.66,6500.00,8530.00
'2018 Dec 22',174.22,65.59,6500.00,7400.00
'2018 Dec 23',174.24,65.32,6300.00,7370.00
'2018 Dec 24',174.25,64.91,6300.00,7960.00
'2018 Dec 25',174.32,65.27,6500.00,7980.00
'2018 Dec 26',174.33,65.85,6300.00,8020.00
'2018 Dec 27',174.32,65.47,6200.00,8000.00
'2018 Dec 28',174.26,65.53,6200.00,9130.00
'2018 Dec 29',174.30,66.01,6200.00,9170.00
'2018 Dec 30',174.35,66.00,6800.00,9150.00
'2018 Dec 31',174.38,65.64,7000.00,8790.00
'2019 Jan 01',174.57,65.52,7200.00,7980.00
'2019 Jan 02',174.45,65.52,7000.00,10500.00
'2019 Jan 03',174.35,64.72,7000.00,10400.00
'2019 Jan 04',174.22,65.82,7200.00,11100.00
'2019 Jan 05',173.99,64.64,7000.00,11100.00
'2019 Jan 06',173.74,65.24,6500.00,11100.00
'2019 Jan 07',173.54,66.02,6500.00,11200.00
'2019 Jan 08',173.29,65.96,6700.00,11300.00
'2019 Jan 09',173.00,65.62,6200.00,11900.00
'2019 Jan 10',172.78,65.76,6600.00,11900.00
'2019 Jan 11',172.60,65.64,7000.00,8790.00
'2019 Jan 12',172.46,66.00,6600.00,10200.00
'2019 Jan 13',172.28,65.76,6600.00,10100.00
'2019 Jan 14',172.06,65.77,6600.00,11300.00
'2019 Jan 15',171.86,65.36,6800.00,11300.00
'2019 Jan 16',171.65,65.62,6800.00,11400.00
'2019 Jan 17',171.48,65.05,6800.00,10800.00
'2019 Jan 18',171.28,65.24,6800.00,10700.00
'2019 Jan 19',171.15,65.52,6700.00,9870.00
'2019 Jan 20',170.97,65.25,6600.00,9870.00
'2019 Jan 21',170.84,65.25,6400.00,9870.00
'2019 Jan 22',170.60,64.48,6400.00,9840.00
'2019 Jan 23',170.55,64.95,6300.00,7440.00
'2019 Jan 24',170.56,65.17,6300.00,7250.00
'2019 Jan 25',170.59,65.14,6500.00,7250.00
'2019 Jan 26',170.64,64.82,6700.00,7230.00
'2019 Jan 27',170.68,65.29,6700.00,7250.00
'2019 Jan 28',170.71,65.19,6700.00,7240.00
'2019 Jan 29',170.75,65.51,6600.00,7260.00
'2019 Jan 30',170.84,65.56,6500.00,7260.00
'2019 Jan 31',170.84,65.21,6500.00,7240.00
'2019 Feb 01',170.91,65.10,6500.00,7230.00
'2019 Feb 02',170.96,65.45,6500.00,7240.00
'2019 Feb 03',170.95,65.59,5600.00,7260.00
'2019 Feb 04',170.84,65.85,5500.00,8380.00
'2019 Feb 05',170.72,65.54,5400.00,8390.00
'2019 Feb 06',170.59,65.12,5200.00,8380.00
'2019 Feb 07',170.39,65.53,5100.00,8420.00
'2019 Feb 08',170.22,65.56,4800.00,8700.00
'2019 Feb 09',170.20,65.32,4850.00,6390.00
'2019 Feb 10',169.95,65.75,5000.00,9380.00
'2019 Feb 11',169.84,65.75,5100.00,7900.00
'2019 Feb 12',169.65,65.67,5300.00,9490.00
'2019 Feb 13',169.53,65.71,5400.00,8590.00
'2019 Feb 14',169.38,65.26,5300.00,8790.00
'2019 Feb 15',169.20,65.00,5200.00,7980.00
'2019 Feb 16',169.02,65.10,5200.00,8000.00
'2019 Feb 17',168.94,65.56,6500.00,8380.00
'2019 Feb 18',168.90,65.16,6600.00,9300.00
'2019 Feb 19',168.85,65.12,6600.00,9140.00
'2019 Feb 20',168.83,65.02,6600.00,8350.00
'2019 Feb 21',168.83,65.04,6800.00,8350.00
'2019 Feb 22',168.84,65.11,7000.00,8340.00
'2019 Feb 23',168.90,64.58,7200.00,8290.00
'2019 Feb 24',168.97,64.71,7200.00,8310.00
'2019 Feb 25',168.98,65.05,7200.00,8350.00
'2019 Feb 26',169.02,65.13,7200.00,8330.00
'2019 Feb 27',169.02,64.88,7300.00,9500.00
'2019 Feb 28',168.97,64.57,8300.00,9490.00
'2019 Mar 01',168.93,65.10,7800.00,9520.00
'2019 Mar 02',170.96,65.45,6500.00,7240.00
'2019 Mar 03',168.99,64.78,7700.00,9500.00
'2019 Mar 04',168.85,65.01,7200.00,9530.00
'2019 Mar 05',169.02,65.21,7300.00,6820.00
'2019 Mar 06',169.02,65.21,7300.00,6820.00
'2019 Mar 07',169.11,65.37,7500.00,6820.00
'2019 Mar 08',169.14,65.23,7500.00,6810.00
'2019 Mar 09',169.31,64.98,7500.00,6750.00
'2019 Mar 10',169.31,64.98,7500.00,6750.00
'2019 Mar 11',169.50,65.17,7800.00,6820.00
'2019 Mar 12',169.70,65.15,8200.00,6770.00
'2019 Mar 13',169.72,65.16,7800.00,6570.00
'2019 Mar 14',169.84,65.23,7500.00,6750.00
'2019 Mar 15',169.80,64.42,7300.00,9380.00
'2019 Mar 16',169.66,64.55,6500.00,9380.00
'2019 Mar 17',169.41,64.98,6300.00,9440.00
'2019 Mar 18',169.20,65.17,6200.00,9470.00
'2019 Mar 19',168.87,64.57,6000.00,9450.00
'2019 Mar 20',168.20,64.98,6000.00,9490.00
'2019 Mar 21',168.35,64.92,6800.00,9560.00
'2019 Mar 22',168.18,64.89,6800.00,9590.00
'2019 Mar 23',168.00,64.98,6600.00,9610.00
'2019 Mar 24',167.82,65.03,7000.00,9620.00
'2019 Mar 25',167.59,64.91,7000.00,9630.00
'2019 Mar 26',167.39,64.90,7000.00,9660.00
'2019 Mar 27',167.41,64.56,6900.00,10400.00
'2019 Mar 28',166.80,64.63,7000.00,10400.00
'2019 Mar 29',166.41,64.70,6600.00,10500.00
'2019 Mar 30',166.05,64.49,6500.00,10500.00
'2019 Mar 31',165.81,64.45,6800.00,10500.00
'2019 Apr 01',165.44,64.64,6600.00,10600.00
'2019 Apr 02',165.14,64.54,9000.00,10600.00
'2019 Apr 03',164.94,64.37,7600.00,10600.00
'2019 Apr 04',164.74,64.46,7400.00,10700.00
'2019 Apr 05',164.45,64.30,7000.00,10700.00
'2019 Apr 06',163.99,64.72,6400.00,10800.00
'2019 Apr 07',163.53,64.53,6200.00,10800.00
'2019 Apr 08',163.06,64.33,6200.00,10800.00
'2019 Apr 09',162.75,64.25,8500.00,10900.00
'2019 Apr 10',162.43,64.19,6800.00,10900.00
'2019 Apr 11',162.15,64.24,6800.00,10900.00
'2019 Apr 12',161.82,64.73,6700.00,9010.00
'2019 Apr 13',161.41,64.37,7800.00,11000.00
'2019 Apr 14',161.16,64.30,7600.00,11000.00
'2019 Apr 15',160.83,64.70,6800.00,11100.00
'2019 Apr 16',160.56,65.46,7100.00,11200.00
'2019 Apr 17',163.53,64.78,6800.00,8840.00
'2019 Apr 18',159.97,64.52,7200.00,11100.00
'2019 Apr 19',159.73,64.57,8500.00,11200.00
'2019 Apr 20',159.67,64.27,10000.00,11200.00
'2019 Apr 21',159.76,64.44,10000.00,11200.00
'2019 Apr 22',159.75,64.73,10000.00,11200.00
'2019 Apr 23',159.68,64.19,8200.00,11200.00
'2019 Apr 24',159.48,64.31,9400.00,11300.00
'2019 Apr 25',159.38,64.33,9800.00,11700.00
'2019 Apr 26',159.18,64.88,10200.00,11800.00
'2019 Apr 27',159.11,64.42,10500.00,11800.00
'2019 Apr 28',159.07,64.62,9500.00,10500.00
'2019 Apr 29',159.00,64.55,9800.00,10500.00
'2019 Apr 30',158.92,64.68,10300.00,10600.00
'2019 May 01',158.98,64.75,9500.00,10600.00
'2019 May 02',158.89,64.69,9000.00,10600.00
'2019 May 03',158.67,64.78,8600.00,10600.00
'2019 May 04',158.40,64.76,8800.00,11500.00
'2019 May 05',158.04,64.85,8800.00,11500.00
'2019 May 06',157.65,64.86,6400.00,12400.00
'2019 May 07',157.22,64.49,6200.00,12400.00
'2019 May 08',156.72,64.53,6200.00,12600.00
'2019 May 09',156.45,64.32,8500.00,11600.00
'2019 May 10',156.37,64.68,6800.00,12600.00
'2019 May 11',156.33,64.35,12200.00,12700.00
'2019 May 12',156.37,64.63,12600.00,12800.00
'2019 May 13',156.34,64.37,12200.00,12700.00
'2019 May 14',155.79,64.30,12000.00,18100.00
'2019 May 15',155.51,65.90,13800.00,17200.00
'2019 May 16',154.93,66.45,13800.00,20000.00
'2019 May 17',154.43,66.41,14800.00,20300.00
'2019 May 18',153.47,67.07,16400.00,20600.00
'2019 May 19',156.45,64.32,17000.00,20800.00
'2019 May 20',156.37,64.68,19500.00,23100.00
'2019 May 21',152.70,67.79,18600.00,24100.00
'2019 May 22',152.27,67.84,18500.00,23800.00
'2019 May 23',151.66,67.78,18600.00,24100.00
'2019 May 24',151.05,67.47,16000.00,23500.00
'2019 May 25',150.70,67.28,17000.00,21400.00
'2019 May 26',151.37,65.49,17300.00,14400.00
'2019 May 27',151.29,65.90,16200.00,12400.00
'2019 May 28',150.78,65.80,14500.00,18400.00
'2019 May 29',150.12,65.89,15800.00,18900.00
'2019 May 30',149.64,66.61,16000.00,20200.00
'2019 May 31',149.01,66.78,16400.00,21300.00
'2019 Jun 01',148.37,66.88,14900.00,21600.00
'2019 Jun 02',147.83,66.61,14600.00,20200.00
'2019 Jun 03',147.09,66.84,14200.00,21900.00
'2019 Jun 04',146.33,67.47,14000.00,21400.00
'2019 Jun 05',145.46,67.57,14500.00,20500.00
'2019 Jun 06',144.94,67.20,17000.00,19200.00
'2019 Jun 07',145.53,64.94,16500.00,16800.00
'2019 Jun 08',145.73,66.16,14500.00,16900.00
'2019 Jun 09',146.07,65.04,15800.00,15600.00
'2019 Jun 10',146.29,66.20,16000.00,16700.00
'2019 Jun 11',145.86,65.27,15000.00,19000.00
'2019 Jun 12',145.47,65.28,16500.00,19100.00
'2019 Jun 13',145.24,66.99,16500.00,20000.00
'2019 Jun 14',145.19,65.34,17000.00,19200.00
'2019 Jun 15',145.59,65.77,17000.00,16900.00
'2019 Jun 16',146.17,65.46,20500.00,16600.00
'2019 Jun 17',146.13,67.02,19800.00,21300.00
'2019 Jun 18',145.70,67.57,20500.00,24200.00
'2019 Jun 19',145.73,67.33,15800.00,15600.00
'2019 Jun 20',145.29,67.46,15800.00,22000.00
'2019 Jun 21',145.28,67.00,16900.00,18500.00
'2019 Jun 22',145.85,67.04,25000.00,18200.00
'2019 Jun 23',146.23,68.60,30000.00,28900.00
'2019 Jun 24',146.84,68.07,25000.00,25700.00
'2019 Jun 25',146.07,68.17,21800.00,27600.00
'2019 Jun 26',145.46,68.16,20000.00,26500.00
'2019 Jun 27',145.61,67.56,18900.00,21800.00
'2019 Jun 28',145.30,67.47,27000.00,22500.00
'2019 Jun 29',145.79,68.70,31500.00,31000.00
'2019 Jun 30',145.80,68.86,33500.00,32000.00
'2019 Jul 01',146.18,68.98,26500.00,31700.00
'2019 Jul 02',145.53,68.70,22400.00,31300.00
'2019 Jul 03',145.60,67.38,19300.00,22500.00
'2019 Jul 04',145.92,66.84,18000.00,20500.00
'2019 Jul 05',145.56,66.88,18000.00,22200.00
'2019 Jul 06',145.59,65.82,17800.00,19200.00
'2019 Jul 07',145.63,66.57,17600.00,18900.00
'2019 Jul 08',145.63,66.09,18000.00,19200.00
'2019 Jul 09',145.53,66.35,20500.00,20600.00
'2019 Jul 10',145.45,66.79,23500.00,23100.00
'2019 Jul 11',145.45,65.93,21000.00,21400.00
'2019 Jul 12',145.13,68.20,19500.00,24500.00
'2019 Jul 13',145.81,65.64,20100.00,19500.00
'2019 Jul 14',146.54,66.03,20800.00,19400.00
'2019 Jul 15',146.44,67.42,20600.00,24400.00
'2019 Jul 16',145.95,66.31,20800.00,24500.00
'2019 Jul 17',145.61,66.08,21000.00,24100.00
'2019 Jul 18',145.74,66.10,26500.00,23200.00
'2019 Jul 19',146.88,67.59,35000.00,24100.00
'2019 Jul 20',148.58,67.98,35000.00,26100.00
'2019 Jul 21',150.18,68.14,34000.00,26900.00
'2019 Jul 22',150.95,68.76,19500.00,24500.00
'2019 Jul 23',151.58,68.83,20100.00,19500.00
'2019 Jul 24',152.61,68.94,42000.00,31400.00
'2019 Jul 25',154.36,68.58,38500.00,29800.00
'2019 Jul 26',155.40,68.57,32000.00,29100.00
'2019 Jul 27',155.50,68.83,29000.00,31100.00
'2019 Jul 28',150.48,69.13,24500.00,31500.00
'2019 Jul 29',153.49,68.90,35000.00,24100.00
'2019 Jul 30',151.77,69.06,23000.00,34800.00
'2019 Jul 31',150.48,69.07,31500.00,34700.00
'2019 Aug 01',146.04,69.05,30500.00,34800.00
'2019 Aug 02',149.43,68.85,24200.00,33300.00
'2019 Aug 03',148.29,68.74,21000.00,31200.00
'2019 Aug 04',146.87,68.75,32000.00,31200.00
'2019 Aug 05',146.04,68.94,18000.00,22200.00
'2019 Aug 06',149.11,68.86,28000.00,32000.00
'2019 Aug 07',145.78,68.06,35000.00,31900.00
'2019 Aug 08',146.52,68.64,45000.00,32000.00
'2019 Aug 09',148.56,69.17,32500.00,32700.00
'2019 Aug 10',149.11,68.86,28000.00,32000.00
'2019 Aug 11',148.81,68.77,25000.00,28900.00
'2019 Aug 12',148.07,68.52,19500.00,24500.00
'2019 Aug 13',146.70,68.65,23000.00,29500.00
'2019 Aug 14',146.83,67.82,18500.00,23300.00
'2019 Aug 15',146.44,67.42,20600.00,24400.00
'2019 Aug 16',146.31,66.79,22000.00,24900.00
'2019 Aug 17',146.16,67.14,20800.00,22500.00
'2019 Aug 18',146.26,66.15,18000.00,20200.00
'2019 Aug 19',145.99,67.02,21500.00,17600.00
'2019 Aug 20',145.75,66.19,15500.00,21100.00
'2019 Aug 21',145.57,66.42,16000.00,21800.00
'2019 Aug 22',149.82,67.10,26000.00,21200.00
'2019 Aug 23',145.91,67.45,22000.00,21400.00
'2019 Aug 24',146.47,67.48,27000.00,22100.00
'2019 Aug 25',147.64,67.11,25000.00,18200.00
'2019 Aug 26',147.80,67.79,19800.00,24800.00
'2019 Aug 27',146.69,67.11,18000.00,27600.00
'2019 Aug 28',145.52,67.06,18500.00,28200.00
'2019 Aug 29',145.90,66.62,16800.00,19000.00
'2019 Aug 30',145.53,66.56,16000.00,19000.00
'2019 Aug 31',145.78,65.23,14500.00,16300.00
'2019 Sep 01',146.08,65.17,13500.00,13600.00
'2019 Sep 02',145.98,65.59,13600.00,15000.00
'2019 Sep 03',146.09,65.74,13600.00,14000.00
'2019 Sep 04',146.34,65.39,13600.00,13600.00
'2019 Sep 05',146.47,65.21,12500.00,13600.00
'2019 Sep 06',146.28,65.17,12400.00,15400.00
'2019 Sep 07',146.34,65.18,13500.00,15300.00
'2019 Sep 08',146.46,65.95,13600.00,15500.00
'2019 Sep 09',146.52,65.96,14800.00,16200.00
'2019 Sep 10',146.86,65.69,17500.00,16100.00
